"refNo","site","date","timeEST","pH","pHmetrohm","DIC","spCond","temp","ANC960","ANCMet","gageHt","hydroGraph","flowGageHt","precipCatch","fieldCode","notes","archived","uniqueID","waterYr","datetime","Ca","Mg","K","Na","TMAl","OMAl","Al_ICP","SO4","Cl","PO4","DOC","TDN","DON","SiO2","Mn","Fe","F","cationCharge","anionCharge","theoryCond","ionError","duplicate","sampleType","ionBalance","NO3_N","NH4_N"
12458,"W7",2014-11-10,"13:10:00",6.26,NA,53,10.3,4.2,29.7,NA,0.32,"L",7.7021,NA,NA,NA,NA,"W7_20141110_1310",2014,"11/10/2014 13:10",0.7581,0.2587,0.1029,0.7835,0.0177,0.0174,0.0754,2.723,0.4388,0.0038,1.52,0.0495,0.0564,5.2379,0.001,0.0025,0.0325,99.1385,-107.1465,12.751,-0.0776,NA,"Routine",-8.0079,0.00571518557404334,0.0109485216587225
12470,"W7",2014-11-17,"10:40:00",6.35,NA,69,9.9,0.6,36.8,NA,0.28,"L",5.5538,NA,NA,NA,NA,"W7_20141117_1040",2014,"11/17/2014 10:40",0.8285,0.3046,0.1151,0.7309,0.008,0.006,0.0701,2.7206,0.4259,0.0015,1.4955,0.0495,0.0613,6.0026,0.001,0.0025,0.0325,102.6241,-113.4897,13.2351,-0.1006,NA,"Routine",-10.8656,0.00571518557404334,0.00201887633423252
12484,"W7",2014-11-24,"09:55:00",5.94,NA,59,9,2,19.8,NA,0.823,"R",77.8597,NA,"911",NA,NA,"W7_20141124_0955",2014,"11/24/2014 9:55",0.7008,0.2417,0.1707,0.612,0.0554,0.0445,0.1732,2.0887,0.3997,0.0046,3.1115,0.1418,0.0977,4.3706,0.0081,0.019,0.0325,93.3004,-93.7094,11.6953,-0.0044,NA,"Routine",-0.4091,0.0439594906209025,0.00201887633423252
12502,"W7",2014-12-01,"11:25:00",6.06,NA,57,10.6,2.5,19.7,NA,0.463,"R",19.033,NA,NA,NA,NA,"W7_20141201_1125",2014,"12/1/2014 11:25",0.7812,0.2523,0.1531,0.8122,0.0299,0.0213,0.105,2.3836,0.3991,0.0015,1.833,0.0495,0.0582,4.9373,0.0048,0.0137,0.0325,103.3231,-92.206,12.25,0.1137,NA,"Routine",11.1171,0.0323709918087119,0.00201887633423252
12503,"W7",2014-12-01,"11:25:00",6.06,NA,57,10.6,2.5,19.7,NA,0.463,"R",19.033,NA,NA,NA,NA,"W7_20141201_1125_Dup",2014,"12/1/2014 11:25",0.7228,0.2493,0.1058,0.6341,0.0322,0.0224,0.1021,2.3435,0.396,0.0015,1.7817,0.1117,0.0796,4.955,0.0029,0.0058,0.0325,91.4725,-90.9838,11.5184,0.0054,"Dup","Routine",0.4887,0.0317158914859955,0.00201887633423252
12517,"W7",2014-12-09,"09:00:00",6.1,NA,56,9.7,0.4,24.6,NA,0.39,"L",12.503,NA,NA,NA,NA,"W7_20141209_0900",2014,"12/9/2014 9:00",0.7637,0.2615,0.0986,0.6602,0.0283,0.0194,0.0855,2.6769,0.5755,0.0015,1.535,0.1189,0.0748,4.8295,0.0034,0.0025,0.0807,94.9515,-107.519,12.8493,-0.1241,NA,"Routine",-12.5675,0.0438239526230991,0.00201887633423252
12532,"W7",2014-12-15,"11:00:00",6.04,NA,51,9.1,0.7,19.1,NA,0.433,"L",16.1531,NA,NA,NA,NA,"W7_20141215_1100",2014,"12/15/2014 11:00",0.7246,0.2453,0.0954,0.597,0.0326,0.0211,0.0929,2.4936,0.4661,0.0015,1.6045,0.118,0.0746,4.7252,0.003,0.0025,0.0325,89.4369,-95.1865,11.8017,-0.0623,NA,"Routine",-5.7496,0.0399837093520028,0.00201887633423252
12548,"W7",2014-12-22,"12:15:00",6.03,NA,43,9.5,1.1,20.8,NA,0.411,"L",14.2166,NA,NA,NA,NA,"W7_20141222_1215",2014,"12/22/2014 12:15",0.7074,0.2638,0.1104,0.6266,0.0356,0.024,0.0954,2.5078,0.3398,0.0015,1.5084,0.1096,0.0603,4.858,0.0028,0.0025,0.0325,92.1205,-93.7512,11.8087,-0.0175,NA,"Routine",-1.6307,0.048522603213617,0.00201887633423252
12563,"W7",2014-12-29,"11:00:00",5.72,NA,37,9.1,1,9.7,NA,0.621,"F",39.0643,NA,NA,NA,NA,"W7_20141229_1100",2014,"12/29/2014 11:00",0.5728,0.1995,0.1092,0.5413,0.0558,0.0337,0.1332,2.1942,0.2923,0.0015,1.7439,0.1675,0.0704,4.1459,0.0068,0.006,0.0325,79.6009,-79.2155,10.5953,0.0049,NA,"Routine",0.3854,0.0941537291407615,0.00201887633423252
12578,"W7",2015-01-05,"12:05:00",6.03,NA,49,9.9,0.2,19.5,NA,0.396,"L",12.9794,NA,NA,"mod. Thick ice w/~12insnow cover",NA,"W7_20150105_1205",2014,"1/5/2015 12:05",0.7334,0.2714,0.1258,0.6057,0.0285,0.0178,0.1013,2.3739,0.3255,0.0015,1.6165,0.1615,0.0884,4.7164,0.0042,0.0025,0.0325,92.7419,-91.6538,11.6901,0.0118,NA,"Routine",1.0882,0.074478129792968,0.00201887633423252
12593,"W7",2015-01-12,"10:20:00",6.18,NA,66,10.7,0.6,28.5,NA,0.32,"L",7.7021,NA,NA,"SC/IC (snow covered/ice covered)",NA,"W7_20150112_1020",2014,"1/12/2015 10:20",0.7919,0.2834,0.1297,0.6887,0.0231,0.0133,0.0849,2.6264,0.3305,0.0015,1.4358,0.106,0.0371,5.4733,0.001,0.0025,0.0325,99.4807,-104.7726,12.7387,-0.0518,NA,"Routine",-5.292,0.0692373272112365,0.00201887633423252
12608,"W7",2015-01-20,"11:15:00",5.96,NA,46,9.6,NA,15.4,NA,0.471,"F",19.8484,NA,NA,"post rain event",NA,"W7_20150120_1115",2014,"1/20/2015 11:15",0.7397,0.2638,0.13,0.6916,0.0334,0.0209,0.1068,2.4358,0.3906,0.0015,1.5562,0.1721,0.0528,4.729,0.0051,0.0025,0.0325,96.9779,-93.374,12.2247,0.0379,NA,"Routine",3.6039,0.116472319445721,0.00201887633423252
12623,"W7",2015-01-26,"10:15:00",6.14,NA,63,10.8,0.1,26.8,NA,0.58,NA,33.0471,NA,NA,"v-notch fz",NA,"W7_20150126_1015",2014,"1/26/2015 10:15",0.876,0.31,0.1345,0.7779,0.0266,0.0166,0.0877,2.7051,0.4358,0.0015,1.3401,0.1137,0.0305,5.9032,0.001,0.0025,0.0699,110.5546,-107.8285,13.6626,0.025,NA,"Routine",2.7261,0.0779795280695558,0.00528013810491583
12635,"W7",2015-02-02,"12:05:00",6.21,NA,65,10.6,0.1,31.9,NA,0.28,"L",5.5538,NA,NA,"SC/IC (snow covered/ice covered)",NA,"W7_20150202_1205",2014,"2/2/2015 12:05",0.8322,0.3128,0.1295,0.7612,0.008,0.0122,0.0735,2.7009,0.376,0.0015,1.2206,0.1161,0.0349,5.5931,0.001,0.0025,0.0325,105.3351,-110.8055,13.4049,-0.0506,NA,"Routine",-5.4704,0.0814809263461436,0.00201887633423252
12649,"W7",2015-02-09,"10:40:00",6.24,NA,65,11,0.5,34.9,NA,0.27,"L",5.0805,NA,NA,"SC/IC ",NA,"W7_20150209_1040",2014,"2/9/2015 10:40",0.9371,0.3347,0.1417,0.8024,0.0188,0.006,0.0727,2.7896,0.366,0.0015,1.2957,0.1148,0.0344,5.8317,0.001,0.0025,0.0325,115.6385,-115.3988,14.2458,0.0021,NA,"Routine",0.2397,0.0766241480915218,0.00201887633423252
12650,"W7",2015-02-09,"10:40:00",6.24,NA,65,11,0.5,34.9,NA,0.27,"L",5.0805,NA,NA,"SC/IC ",NA,"W7_20150209_1040_Dup",2014,"2/9/2015 10:40",0.9319,0.3374,0.1327,0.7695,0.0241,0.0144,0.0733,2.5023,0.3299,0.0015,1.2058,0.1196,0.0435,5.8908,0.001,0.0068,0.0325,114.9389,-107.3681,13.5816,0.0681,"Dup","Routine",7.5707,0.0684466888907167,0.00760961079826105
12667,"W7",2015-02-17,"13:05:00",6.13,NA,65,11.6,0.4,NA,NA,0.24,"L",3.8075,NA,NA,"SC/IC . frozen GageHt 0.331",NA,"W7_20150217_1305",2014,"2/17/2015 13:05",0.9335,0.3616,0.1619,0.8288,0.008,0.006,0.0675,2.9556,0.3523,0.0015,1.183,0.1021,0.0289,6.2677,0.001,0.0064,0.0325,118.3023,-82.8816,13.0666,0.3521,NA,"Routine",35.4207,0.0749073334526787,0.00201887633423252
12682,"W7",2015-02-23,"11:00:00",6.3,NA,78,12.3,0.5,NA,NA,0.24,"L",3.8075,NA,NA,"SC/IC. frozen 0.340 GageHt",NA,"W7_20150223_1100",2014,"2/23/2015 11:00",0.9795,0.3676,0.1667,1.0334,0.008,0.006,0.0579,3.051,0.3606,0.0015,1.1368,0.1252,0.046,6.3123,0.001,0.0025,0.0325,129.8736,-84.8987,13.7693,0.4188,NA,"Routine",44.9749,0.0752461784471872,0.00201887633423252
12698,"W7",2015-03-02,"11:00:00",6.33,NA,88,12.3,0.4,NA,64.1,0.21,"L",2.7454,NA,NA,"sc/ic. powder snow . fz",NA,"W7_20150302_1100",2014,"3/2/2015 11:00",0.9585,0.374,0.1595,0.8868,0.008,0.006,0.059,3.0227,0.3728,0.0015,1.1785,0.0495,0.0213,6.7761,0.001,0.0025,0.0325,122.7589,-148.7635,16.2479,-0.1915,NA,"Routine",-26.0046,0.0724676494922176,0.00201887633423252
12713,"W7",2015-03-09,"09:25:00",6.2,NA,94,11.8,0.4,NA,41.3,0.18,"L",1.8822,NA,NA,"sc/ic basin thawed from last week .",NA,"W7_20150309_0925",2014,"3/9/2015 9:25",1.0445,0.3806,0.1625,0.8791,0.0163,0.006,0.0494,3.189,0.3505,0.0015,1.3086,0.1132,0.0261,7.0285,0.001,0.0025,0.0325,128.7488,-130.0293,15.9131,-0.0099,NA,"Routine",-1.2805,0.0806225190267221,0.00644487445158844
12728,"W7",2015-03-16,"09:00:00",6.42,NA,88,12.9,0.2,NA,48,0.215,"L",2.9083,NA,NA,"sc/ic .",NA,"W7_20150316_0900",2014,"3/16/2015 9:00",1.105,0.4068,0.1704,0.8747,0.008,0.006,0.0559,3.0106,0.3471,0.0015,1.179,0.1323,0.0466,6.5758,0.001,0.0025,0.0325,132.8122,-132.1178,16.021,0.0052,NA,"Routine",0.6944,0.0784990903944688,0.00729901443914835
12743,"W7",2015-03-23,"09:35:00",6.41,NA,89,12.6,0.2,NA,45.7,0.182,"L",1.9338,NA,NA,"sc/ic .",NA,"W7_20150323_0935",2014,"3/23/2015 9:35",0.9819,0.379,0.1687,1.0254,0.017,0.006,0.0511,3.2547,0.3419,0.0015,1.1297,0.1191,0.0501,6.9842,0.001,0.0025,0.0325,131.5285,-133.6629,16.1531,-0.0161,NA,"Routine",-2.1345,0.0666621052529719,0.00201887633423252
12777,"W7",2015-03-30,"09:25:00",6.36,NA,94,12.7,0.3,37.5,58.5,0.2,"L",2.4362,NA,NA,"sc/ic .",NA,"W7_20150330_0925",2014,"3/30/2015 9:25",0.9603,0.3718,0.1524,0.882,0.008,0.006,0.0465,3.492,0.4046,0.0015,1.1743,0.1234,0.025,6.8721,0.001,0.0025,0.0325,122.2516,-134.515,15.98,-0.0955,NA,"Routine",-12.2634,0.096367516438217,0.00201887633423252
12813,"W7",2015-04-06,"08:45:00",6.23,NA,78,11.6,0.4,NA,38.7,0.299,"L",6.5225,NA,NA,"sc/ic .metrohm pH /960 Orion titrator out for repairs",NA,"W7_20150406_0845",2014,"4/6/2015 8:45",0.979,0.3729,0.1564,0.8154,0.0169,0.006,0.063,3.0511,0.3867,0.0015,1.249,0.1424,0.0288,5.6462,0.001,0.0025,0.0325,121.6191,-127.368,15.3926,-0.0462,NA,"Routine",-5.7489,0.109876136885956,0.00201887633423252
12865,"W7",2015-04-13,"09:35:00",6.01,NA,65,10.4,0.9,NA,27.7,0.45,"L",17.7507,NA,NA,"opw spots .",NA,"W7_20150413_0935",2014,"4/13/2015 9:35",0.8165,0.3011,0.1364,0.7577,0.0208,0.015,0.0747,2.6061,0.4217,0.0015,1.5915,0.2238,0.0753,4.8027,0.001,0.0025,0.0325,106.324,-111.4956,13.6293,-0.0475,NA,"Routine",-5.1716,0.13357269683525,0.0149086252374094
12928,"W7",2015-04-20,"09:00:00",5.45,NA,39,11.1,1.4,NA,12,0.791,"L",70.6533,NA,NA,"75% sc. all channels ice/snow free",NA,"W7_20150420_0900",2014,"4/20/2015 9:00",0.7118,0.2362,0.1201,0.5118,0.0829,0.0379,0.16,2.0456,0.4321,0.0015,1.725,0.3357,0.0436,3.8466,0.0112,0.0025,0.0769,93.4095,-96.0533,13.0446,-0.0279,NA,"Routine",-2.6438,0.287205017345403,0.00496954174580313
13003,"W7",2015-04-27,"09:30:00",5.71,NA,45,9,2.2,NA,16,0.549,"L",28.8876,NA,NA,NA,NA,"W7_20150427_0930",2014,"4/27/2015 9:30",0.7091,0.2375,0.1202,0.5924,0.0527,0.0287,0.1172,2.1599,0.3474,0.0015,1.545,0.223,0.0427,4.0978,0.0051,0.0025,0.0325,92.1542,-90.941,11.9917,0.0133,NA,"Routine",1.2132,0.172291384874421,0.00799785624715192
13004,"W7",2015-04-27,"09:30:00",5.71,NA,45,9,2.2,NA,16,0.549,"L",28.8876,NA,NA,NA,NA,"W7_20150427_0930_Dup",2014,"4/27/2015 9:30",0.7188,0.2405,0.1121,0.535,0.053,0.029,0.1209,2.1922,0.3547,0.0015,1.6456,0.2729,0.0903,4.0919,0.0051,0.0025,0.0325,90.3529,-92.3413,11.986,-0.0218,"Dup","Routine",-1.9883,0.172562460870028,0.0100167325813844
13019,"W7",2015-05-04,"10:05:00",5.36,NA,33,8.7,5,NA,12,0.782,"L",68.7008,NA,NA,"elevated snowmelt flow. ANC m6=12.0",NA,"W7_20150504_1005",2014,"5/4/2015 10:05",0.5627,0.1791,0.1076,0.4094,0.1036,0.0449,0.1862,2.1016,0.2901,0.0015,2.5634,0.1862,0.0318,3.5114,0.009,0.0025,0.0325,79.8099,-87.3779,11.7939,-0.0905,NA,"Routine",-7.568,0.14671988262218,0.00768725988803922
13033,"W7",2015-05-11,"09:05:00",5.96,NA,50,8.9,9.3,25.8,23.8,0.39,"L",12.503,NA,NA,NA,NA,"W7_20150511_0905",2014,"5/11/2015 9:05",0.7398,0.2142,0.1327,0.6388,0.0389,0.0246,0.1022,2.4724,0.2998,0.0015,1.8059,0.0495,0.0529,4.7817,0.001,0.0025,0.0325,91.2843,-96.7135,11.8611,-0.0578,NA,"Routine",-5.4292,0.025277836590334,0.00201887633423252
13054,"W7",2015-05-18,"10:10:00",6.1,NA,47,9.5,9.2,20.7,25.2,0.313,"L",7.296,NA,NA,NA,NA,"W7_20150518_1010",2014,"5/18/2015 10:10",0.7494,0.2362,0.1298,0.5566,0.0255,0.0176,0.0862,2.682,0.341,0.0015,1.7158,0.0495,0.0305,5.2499,0.001,0.0025,0.0325,88.1413,-95.2929,11.6808,-0.078,NA,"Routine",-7.1516,0.00571518557404334,0.00201887633423252
13070,"W7",2015-05-26,"10:00:00",6.11,NA,61,10.6,11,21.6,29.5,0.25,"L",4.2078,NA,NA,NA,NA,"W7_20150526_1000",2014,"5/26/2015 10:00",0.8576,0.3086,0.1651,0.6938,0.0227,0.0167,0.0817,2.913,0.3604,0.0015,1.7049,0.0495,0.0563,5.8195,0.001,0.0025,0.0325,106.0331,-101.4926,13.1185,0.0438,NA,"Routine",4.5405,0.00571518557404334,0.00201887633423252
13084,"W7",2015-06-01,"10:35:00",5.29,NA,39,7.9,8.1,12.3,12,NA,"PK",NA,NA,"911","flow high relative to recent dry period ",NA,"W7_20150601_1035",2015,"6/1/2015 10:35",0.6791,0.1965,0.179,0.6253,0.1203,0.0709,0.2899,2.0972,0.3424,0.0015,3.6238,0.1452,0.0972,3.8051,0.0139,0.0194,0.0325,100.4824,-87.2185,13.0383,0.1413,NA,"Routine",13.2639,0.04664766091067,0.00201887633423252
13099,"W7",2015-06-08,"08:45:00",6.02,NA,55,9.6,7.9,29.2,21.3,0.31,"L",7.126,NA,NA,NA,NA,"W7_20150608_0845",2015,"6/8/2015 8:45",0.8162,0.2664,0.1487,0.6435,0.0312,0.0214,0.0917,2.6798,0.6653,0.0015,1.8711,0.0495,0.0583,5.5448,0.001,0.0025,0.123,99.1771,-113.6701,13.4404,-0.1362,NA,"Routine",-14.493,0.00571518557404334,0.00427069993779957
13111,"W7",2015-06-15,"09:30:00",5.99,NA,54,9.3,10.2,27,22,0.432,"R",16.0619,NA,NA,"overnight rain into am. showers during collection. hydrograph rising",NA,"W7_20150615_0930",2015,"6/15/2015 9:30",0.8502,0.2684,0.1894,0.637,0.0326,0.0229,0.1207,2.7253,0.3803,0.0015,2.0319,0.0495,0.0337,5.4486,0.0039,0.0426,0.0325,102.2266,-105.1824,13.0457,-0.0285,NA,"Routine",-2.9558,0.00571518557404334,0.00722136534937018
13129,"W7",2015-06-22,"10:00:00",5.75,NA,35,8.3,11.2,11.9,NA,0.62,"F",38.9104,NA,NA,"hydrographs falling from 6/21 ~1in rain",NA,"W7_20150622_1000",2015,"6/22/2015 10:00",0.6123,0.2001,0.098,0.5449,0.0538,0.0346,0.1359,3.1695,0.4658,0.0015,2.1441,0.0495,0.066,4.3952,0.0048,0.0025,0.0325,81.1339,-102.3047,12.3607,-0.2308,NA,"Routine",-21.1708,0.00571518557404334,0.00201887633423252
13168,"W7",2015-06-29,"09:20:00",5.63,NA,65,NA,9.4,13.4,NA,0.689,"F",50.3845,NA,NA,"hydrographs falling from 6/28 ~1.3in rain.saturated conditions",NA,"W7_20150629_0920",2015,"6/29/2015 9:20",0.6423,0.1794,0.1191,0.5814,0.0669,0.0405,0.1574,3.3345,0.4404,0.0015,2.1869,0.0495,0.0688,4.3035,0.0056,0.0069,0.0325,85.3653,-106.738,13.074,-0.2225,NA,"Routine",-21.3727,0.00571518557404334,0.00605662900269757
13188,"W7",2015-07-06,"10:45:00",5.97,NA,50,9.1,11.6,20,NA,0.364,"L",10.5593,NA,NA,"return to base flow conditions receding streams  exposed debris / leaf fragments lest behind - rock tops",NA,"W7_20150706_1045",2015,"7/6/2015 10:45",0.7237,0.2247,0.1113,0.6302,0.0397,0.0253,0.1061,2.6391,0.2668,0.0015,2.0433,0.0495,0.0738,4.6483,0.001,0.0106,0.0325,90.4843,-93.2438,11.6906,-0.03,NA,"Routine",-2.7595,0.00571518557404334,0.00201887633423252
13203,"W7",2015-07-13,"11:00:00",6.19,NA,66,11.1,15,36.1,NA,0.195,"L",2.2898,NA,NA,"Flow at of just below base level",NA,"W7_20150713_1100",2015,"7/13/2015 11:00",0.8632,0.269,0.1176,0.7633,0.0291,0.0191,0.051,2.868,0.3706,0.0015,1.8714,0.0495,0.0607,6.6171,0.001,0.0025,0.0325,105.4465,-116.1776,13.6618,-0.0968,NA,"Routine",-10.731,0.00571518557404334,0.00201887633423252
13214,"W7",2015-07-20,"12:10:00",5.35,NA,29,8.1,13.6,4.7,NA,1.075,"F",149.7675,NA,"911","hydrographs in steep recession. ~4inweekend rain in some spots w/ overland flow lots of debirs dams in channels",NA,"W7_20150720_1210",2015,"7/20/2015 12:10",0.4705,0.1385,0.1375,0.5376,0.1093,0.0667,0.178,2.0439,0.2398,0.0015,3.8873,0.1052,0.0955,3.7774,0.0082,0.0053,0.0325,78.9626,-74.0089,10.7733,0.0648,NA,"Routine",4.9538,0.00571518557404334,0.00792020715737374
13232,"W7",2015-07-27,"09:00:00",6.1,NA,78,10.8,12.8,32.2,NA,0.31,"L",7.126,NA,NA,"base Flow",NA,"W7_20150727_0900",2015,"7/27/2015 9:00",0.8177,0.2582,0.1284,0.829,0.0245,0.0165,0.0518,2.5962,0.2148,0.0015,1.8879,0.0495,0.0871,5.8716,0.001,0.0025,0.0325,105.28,-102.3052,12.7026,0.0287,NA,"Routine",2.9748,0.00571518557404334,0.00504719083558131
13233,"W7",2015-07-27,"09:00:00",6.1,NA,78,10.8,12.8,32.2,NA,0.31,"L",7.126,NA,NA,"base Flow",NA,"W7_20150727_0900_Dup",2015,"7/27/2015 9:00",0.8153,0.2662,0.1285,0.7094,0.0229,0.0171,0.0654,2.6364,0.2115,0.0015,1.8032,0.0495,0.0643,5.8025,0.001,0.0025,0.0325,100.2248,-102.6263,12.5002,-0.0237,"Dup","Routine",-2.4015,0.00571518557404334,0.00201887633423252
13247,"W7",2015-08-03,"12:10:00",6.22,NA,66,11.6,14.9,36.3,NA,0.194,"L",2.2611,NA,NA,"lowest flow of the summer",NA,"W7_20150803_1210",2015,"8/3/2015 12:10",0.8777,0.2902,0.1479,1.0069,0.008,0.0122,0.0714,2.7473,0.3097,0.0015,1.6552,0.0495,0.05,6.6617,0.001,0.0025,0.0325,116.8943,-111.0666,13.8412,0.0511,NA,"Routine",5.8276,0.00571518557404334,0.00201887633423252
13262,"W7",2015-08-10,"11:55:00",6.37,NA,66,12.4,14,48.4,NA,0.161,"L",1.4322,NA,NA,"lowest flow yet. leaf drop dead/green in some channels",NA,"W7_20150810_1155",2015,"8/10/2015 11:55",0.9,0.3134,0.1371,1.1425,0.0231,0.0163,0.0679,2.8516,0.3122,0.0015,1.5357,0.0495,0.0641,7.0976,0.001,0.0025,0.0325,127.0436,-124.8087,15.0391,0.0177,NA,"Routine",2.2348,0.00571518557404334,0.00201887633423252
13303,"W7",2015-08-17,"12:50:00",6.19,NA,54,11.4,15.9,42.6,NA,0.218,"L",3.0087,NA,NA,"low flow",NA,"W7_20150817_1250",2015,"8/17/2015 12:50",0.8612,0.3093,0.1293,0.9232,0.0171,0.006,0.0758,2.8977,0.279,0.0015,1.9814,0.0495,0.0264,6.508,0.001,0.0025,0.0325,114.5721,-121.2616,14.2762,-0.0567,NA,"Routine",-6.6895,0.00571518557404334,0.00201887633423252
13318,"W7",2015-08-24,"10:30:00",6.24,NA,78,12.7,15.4,49.7,NA,0.2,"L",2.4362,NA,NA,"low flows",NA,"W7_20150824_1030",2015,"8/24/2015 10:30",1.01,0.3458,0.1465,1.0078,0.008,0.006,0.0721,2.9817,0.3486,0.0015,1.9348,0.0495,0.0477,7.05,0.001,0.0025,0.0325,128.195,-131.8421,15.5982,-0.0281,NA,"Routine",-3.6471,0.00571518557404334,0.00403775266846505
13340,"W7",2015-08-31,"10:00:00",6.38,NA,71,13,14.8,55.5,49.8,0.16,"L",1.4105,NA,NA,"streams down to a trickle..sinescience beginning. lots of dead leaves falling(esp NF)",NA,"W7_20150831_1000",2015,"8/31/2015 10:00",1.0158,0.3547,0.134,1.0409,0.0203,0.0153,0.0624,3.0758,0.3772,0.0015,1.599,0.0495,0.0515,7.4992,0.001,0.0025,0.0325,131.3945,-138.7286,16.1542,-0.0543,NA,"Routine",-7.3341,0.00571518557404334,0.00201887633423252
13354,"W7",2015-09-07,"10:55:00",6.6,NA,84,14.6,15.9,63.5,52.4,0.1,"L",0.4462,NA,NA,"low flow. drought conditions",NA,"W7_20150907_1055",2015,"9/7/2015 10:55",1.0092,0.3675,0.1678,1.2256,0.0171,0.006,0.0596,3.2851,0.3396,0.0015,1.6424,0.0495,0.0351,7.9319,0.001,0.0025,0.0325,140.6549,-150.7784,17.2485,-0.0695,NA,"Routine",-10.1236,0.0132149547858314,0.00403775266846505
13355,"W7",2015-09-07,"10:55:00",6.6,NA,84,14.6,15.9,63.5,52.4,0.1,"L",0.4462,NA,NA,"low flow. drought conditions",NA,"W7_20150907_1055_Dup",2015,"9/7/2015 10:55",1.0001,0.3647,0.1528,1.118,0.0199,0.0127,0.0557,3.2609,0.3436,0.0015,1.5965,0.0495,0.0209,7.8503,0.001,0.0025,0.0325,135.0636,-150.1428,16.926,-0.1057,"Dup","Routine",-15.0792,0.0130116477891263,0.00201887633423252
13398,"W7",2015-09-14,"09:15:00",6.32,NA,67,11,12.6,38.3,35.9,0.355,"F",9.9313,NA,NA,"flows restored to base level after rain. end of prolonged dry period.",NA,"W7_20150914_0915",2015,"9/14/2015 9:15",0.7867,0.3127,0.168,1.0343,0.032,0.0245,0.1037,2.6254,0.2759,0.0015,2.4058,0.0495,0.0681,6.2283,0.001,0.0053,0.0325,118.4602,-113.3263,13.8758,0.0443,NA,"Routine",5.134,0.00571518557404334,0.00201887633423252
13413,"W7",2015-09-21,"08:50:00",6.51,NA,93,13.2,10.2,62.4,52,0.14,"L",1.0171,NA,NA,"low flow .few yel beech leaves in channels",NA,"W7_20150921_0850",2015,"9/21/2015 8:50",1.1259,0.3702,0.1496,1.1493,0.0177,0.006,0.0621,3.0654,0.3235,0.0015,2.0297,0.0495,0.061,6.6012,0.001,0.0025,0.0325,142.8852,-146.0514,17.0213,-0.0219,NA,"Routine",-3.1662,0.00571518557404334,0.00201887633423252
13429,"W7",2015-09-28,"09:40:00",6.55,NA,105,14.3,9.8,63.7,58,0.102,"L",0.4683,NA,NA," extremely dry conditions.some leaves in stream.fall color slow to change",NA,"W7_20150928_0940",2015,"9/28/2015 9:40",0.9272,0.3417,0.166,1.186,0.008,0.006,0.0449,3.3136,0.3008,0.0015,1.9509,0.0495,0.0416,6.9012,0.001,0.005,0.0325,131.5392,-151.4839,16.7389,-0.1409,NA,"Routine",-19.9447,0.00571518557404334,0.00201887633423252
13491,"W7",2015-10-05,"10:20:00",6.25,NA,57,9.8,7.2,27.3,32.8,0.315,"L",7.4107,NA,NA,"streams restored to near baseflow after 2-4in rain fall. Foliage change late & muted. at or < 50%. Dead leaves falling in streams",NA,"W7_20151005_1020",2015,"10/5/2015 10:20",0.6779,0.2508,0.1172,0.8021,0.0322,0.0209,0.0897,2.5674,0.2636,0.0015,2.1701,0.0495,0.075,5.4476,0.001,0.0025,0.0325,96.6341,-99.5933,12.046,-0.0302,NA,"Routine",-2.9592,0.00571518557404334,0.00201887633423252
13510,"W7",2015-10-12,"10:45:00",6.15,NA,54,9.7,9.1,23.3,24.7,0.383,"L",11.9606,NA,NA,"base flows.foliage near or @ peak-Beech still green. leaves continue to build in channels.",NA,"W7_20151012_1045",2015,"10/12/2015 10:45",0.7578,0.2267,0.1135,0.7417,0.0349,0.0223,0.0891,2.4859,0.3029,0.0015,2.0065,0.1004,0.0975,4.9513,0.001,0.0025,0.0325,96.3674,-94.1887,11.8479,0.0229,NA,"Routine",2.1787,0.00571518557404334,0.00201887633423252
13525,"W7",2015-10-19,"09:45:00",6.38,NA,78,12.8,2.3,43.9,47.9,0.26,"L",4.632,NA,NA,"heavy leaf litter layer in all streams. Splash ice (22<b0>F!) in all channels. heavier N. side. Foliage past peek. major drop in progress mostly maples/ birches. Beech understory still green",NA,"W7_20151019_0945",2015,"10/19/2015 9:45",0.8258,0.3329,0.3035,0.8227,0.0252,0.0173,0.0899,2.7296,0.2915,0.0015,2.6281,0.0495,0.067,6.0404,0.009,0.0025,0.0325,115.5088,-122.6493,14.3016,-0.06,NA,"Routine",-7.1405,0.00571518557404334,0.00201887633423252
13540,"W7",2015-10-26,"10:30:00",6.32,NA,80,12.9,4.2,41.9,48,0.276,"L",5.3615,NA,NA,"all channels leaf clogged. No ice. Beech starting to change color on north side.still green on South side. Few maples crowns holding on-- late leaf drop this year",NA,"W7_20151026_1030",2015,"10/26/2015 10:30",1.0122,0.3506,0.266,0.9388,0.0247,0.0171,0.087,2.8768,0.3424,0.0015,2.0301,0.0495,0.0573,4.7855,0.0088,0.0025,0.0325,130.3658,-122.1588,15.2766,0.065,NA,"Routine",8.207,0.00571518557404334,0.00201887633423252
