"refNo","site","date","timeEST","pH","pHmetrohm","DIC","spCond","temp","ANC960","ANCMet","gageHt","hydroGraph","flowGageHt","precipCatch","fieldCode","notes","archived","uniqueID","waterYr","datetime","Ca","Mg","K","Na","TMAl","OMAl","Al_ICP","SO4","Cl","PO4","DOC","TDN","DON","SiO2","Mn","Fe","F","cationCharge","anionCharge","theoryCond","ionError","duplicate","sampleType","ionBalance","NO3_N","NH4_N"
11352,"W1",2013-09-24,"12:00:00",5.84,NA,NA,11.9,9.8,11,NA,0.15," L ",0.6583,NA,NA,NA,NA,"W1_20130924_1200",2013,"9/24/2013 12:00",0.9713,0.1276,0.0565,0.7038,0.0487,0.0297,0.101,3.0656,0.4502,0.003,2.2303,0.1697,0.0892,5.4987,0.0044,0.0025,0.0325,98.8448,-103.7579,13.3087,-0.0485,NA,"ISCO",-4.9131,0.0670687192463821,0.0133556434418459
11353,"W1",2013-09-25,"12:00:00",5.88,NA,NA,11.8,10.5,11.4,NA,0.12," L ",0.3794,NA,NA,NA,NA,"W1_20130925_1200",2013,"9/25/2013 12:00",0.9717,0.1286,0.0559,0.725,0.0418,0.0274,0.091,3.1029,0.3761,0.0015,2.1772,0.1517,0.0908,5.5924,0.0043,0.0025,0.0325,99.0103,-100.9781,13.0645,-0.0197,NA,"ISCO",-1.9678,0.0466702505769705,0.0142097834294058
11354,"W1",2013-09-26,"12:00:00",5.93,NA,NA,11.8,10.6,11.5,NA,0.12," L ",0.3794,NA,NA,NA,NA,"W1_20130926_1200",2013,"9/26/2013 12:00",0.9536,0.1275,0.055,0.7391,0.04,0.0264,0.0861,3.1055,0.3755,0.0015,2.1732,0.1562,0.106,5.6169,0.0041,0.0025,0.0325,98.4864,-100.113,12.908,-0.0164,NA,"ISCO",-1.6266,0.0329357334662261,0.0172380979307546
11355,"W1",2013-09-27,"12:00:00",5.94,NA,NA,11.9,11.2,13.1,NA,0.12," L ",0.3794,NA,NA,NA,NA,"W1_20130927_1200",2013,"9/27/2013 12:00",0.9494,0.124,0.0495,0.7209,0.0412,0.0268,0.0872,3.1286,0.3627,0.0015,2.1954,0.1099,0.073,5.7602,0.0044,0.0025,0.0325,96.9327,-101.2169,12.8651,-0.0432,NA,"ISCO",-4.2842,0.02272520429837,0.0141321343396277
11356,"W1",2013-09-28,"12:00:00",5.94,NA,NA,11.7,12,11.8,NA,0.1," L ",0.2418,NA,NA,NA,NA,"W1_20130928_1200",2013,"9/28/2013 12:00",0.9486,0.124,0.0395,0.7166,0.045,0.0285,0.0935,3.1768,0.3663,0.0015,2.1883,0.0495,0.0756,5.7978,0.0043,0.0025,0.0325,96.2824,-100.5185,12.8588,-0.043,NA,"ISCO",-4.2361,0.0161742010712057,0.00582368173336305
11357,"W1",2013-09-29,"12:00:00",5.88,NA,NA,11.9,12.2,13.1,NA,0.12," L ",0.3794,NA,NA,NA,NA,"W1_20130929_1200",2013,"9/29/2013 12:00",0.9212,0.1237,0.0437,0.743,0.0472,0.0294,0.0885,3.1366,0.354,0.0015,2.1754,0.0495,0.0861,5.8767,0.0042,0.0025,0.0325,96.2908,-99.8233,12.8279,-0.036,NA,"ISCO",-3.5326,0.00571518557404334,0.00201887633423252
11358,"W1",2013-09-30,"09:40:00",5.85,NA,87,11.8,11.5,14.1,NA,0.11," L ",0.306,NA,NA,NA,NA,"W1_20130930_0940",2013,"9/30/2013 9:40",0.9802,0.1401,0.054,0.8028,0.052,0.0305,0.107,3.1659,0.357,0.0015,2.1997,0.0991,0.0824,5.9065,0.0059,0.0025,0.0325,104.4542,-101.6381,13.3999,0.0273,NA,"Routine",2.8161,0.00571518557404334,0.00722136534937018
11367,"W1",2013-09-30,"12:00:00",6,NA,NA,11.4,12.1,16.8,NA,0.09," L ",0.1864,NA,"888",NA,NA,"W1_20130930_1200",2013,"9/30/2013 12:00",0.9499,0.125,0.1233,0.8146,0.0418,0.0281,0.0968,3.1769,0.4242,0.0015,2.1956,0.1063,0.0671,5.9396,0.0045,0.0025,0.0325,104.1426,-106.4417,13.4589,-0.0218,NA,"ISCO",-2.2991,0.00571518557404334,0.0310596359112696
11371,"W1",2013-10-01,"12:00:00",5.98,NA,NA,11.5,12.4,15.7,NA,0.08," L ",0.1394,NA,NA,NA,NA,"W1_20131001_1200",2013,"10/1/2013 12:00",0.9532,0.1251,0.1083,0.7967,0.0404,0.0272,0.0875,3.2543,0.4684,0.0015,2.2411,0.1043,0.0755,6.0062,0.0045,0.0025,0.0325,102.3898,-108.4277,13.5904,-0.0573,NA,"ISCO",-6.0379,0.00571518557404334,0.0218970433174451
11372,"W1",2013-10-02,"12:00:00",5.99,NA,NA,11.6,13.2,16.6,NA,0.08," L ",0.1394,NA,NA,NA,NA,"W1_20131002_1200",2013,"10/2/2013 12:00",0.9574,0.1282,0.0916,0.7944,0.0412,0.0273,0.0882,3.2249,0.383,0.0015,2.1951,0.0495,0.0699,6.0548,0.0047,0.0025,0.0325,101.9694,-106.0772,13.3771,-0.0395,NA,"ISCO",-4.1078,0.00571518557404334,0.016073361584082
11373,"W1",2013-10-03,"12:00:00",6,NA,NA,11.8,12.9,17,NA,0.08," L ",0.1394,NA,NA,NA,NA,"W1_20131003_1200",2013,"10/3/2013 12:00",0.9596,0.127,0.0851,0.8154,0.0468,0.0291,0.0932,3.2612,0.3954,0.0048,2.2361,0.1182,0.1014,6.0759,0.0051,0.0025,0.0325,103.0214,-108.1041,13.5681,-0.0481,NA,"ISCO",-5.0826,0.00571518557404334,0.0116473634667261
11374,"W1",2013-10-04,"12:00:00",6.01,NA,NA,11.8,12.7,19.3,NA,0.08," L ",0.1394,NA,NA,NA,NA,"W1_20131004_1200",2013,"10/4/2013 12:00",0.9657,0.1306,0.0599,0.8038,0.0365,0.0251,0.0755,3.2719,0.379,0.0015,2.2159,0.0495,0.0763,6.1689,0.0052,0.0025,0.0325,101.4323,-109.7451,13.5162,-0.0787,NA,"ISCO",-8.3128,0.00571518557404334,0.0134332925316241
11375,"W1",2013-10-05,"12:00:00",5.97,NA,NA,12.1,12.4,19.9,NA,0.08," L ",0.1394,NA,NA,NA,NA,"W1_20131005_1200",2013,"10/5/2013 12:00",0.9623,0.1273,0.0624,0.8327,0.048,0.0297,0.0947,3.9153,0.4757,0.0032,2.2111,0.0495,0.0747,6.1583,0.0055,0.0025,0.0325,103.6866,-126.6085,14.9869,-0.1991,NA,"ISCO",-22.9219,0.00571518557404334,0.0133556434418459
11376,"W1",2013-10-06,"12:00:00",5.94,NA,NA,11.9,11.4,19.5,NA,0.08," L ",0.1394,NA,NA,NA,NA,"W1_20131006_1200",2013,"10/6/2013 12:00",0.9566,0.1323,0.0551,0.8311,0.0441,0.0279,0.1024,3.3602,0.3733,0.0015,2.2065,0.0495,0.0828,6.1755,0.0058,0.0025,0.0325,102.9725,-111.576,13.8074,-0.0802,NA,"ISCO",-8.6035,0.00571518557404334,0.0103273289404971
11377,"W1",2013-10-07,"08:45:00",5.92,NA,75,12.8,10.9,17.8,NA,0.15," L ",0.6583,NA,NA,NA,NA,"W1_20131007_0845",2013,"10/7/2013 8:45",0.9339,0.1661,0.4004,0.8834,0.0456,0.0307,0.1087,3.4415,0.4731,0.0015,2.7733,0.1169,0.1187,5.9779,0.0114,0.0025,0.0325,115.3504,-117.2191,15.0666,-0.0161,NA,"Routine",-1.8687,0.00571518557404334,0.00201887633423252
11385,"W1",2013-10-07,"12:00:00",6.08,NA,NA,13.2,11.2,18.2,NA,0.14," L ",0.5552,NA,"888",NA,NA,"W1_20131007_1200",2013,"10/7/2013 12:00",0.9289,0.151,0.4952,0.8183,0.0424,0.0296,0.1053,3.4869,0.5043,0.0034,2.7098,0.0495,0.0763,5.7505,0.0092,0.0025,0.0325,113.4194,-119.3123,15.0196,-0.0506,NA,"ISCO",-5.8928,0.00571518557404334,0.0116473634667261
11394,"W1",2013-10-08,"12:00:00",6,NA,NA,12.7,11.3,13.2,NA,0.2," L ",1.3398,NA,NA,NA,NA,"W1_20131008_1200",2013,"10/8/2013 12:00",0.9513,0.15,0.3663,0.792,0.0431,0.0298,0.1036,3.2504,0.4529,0.0015,2.4698,0.1391,0.1029,5.6279,0.0097,0.0025,0.0325,110.2521,-107.901,14.1624,0.0216,NA,"ISCO",2.3512,0.024600146601317,0.0115697143769479
11395,"W1",2013-10-09,"12:00:00",6.01,NA,NA,11.4,10.3,14.7,NA,0.14," L ",0.5552,NA,NA,NA,NA,"W1_20131009_1200",2013,"10/9/2013 12:00",0.9316,0.1504,0.1693,0.7493,0.0436,0.0286,0.0971,3.2886,0.4577,0.0031,2.3642,0.0495,0.0749,5.7242,0.0077,0.0025,0.0325,102.2944,-108.6098,13.6653,-0.0599,NA,"ISCO",-6.3154,0.00571518557404334,0.00962848713249357
11396,"W1",2013-10-10,"12:00:00",5.97,NA,NA,12,10.5,15.1,NA,0.16," L ",0.7721,NA,NA,NA,NA,"W1_20131010_1200",2013,"10/10/2013 12:00",0.9264,0.1479,0.1257,0.7652,0.045,0.0296,0.0993,3.2568,0.4274,0.0035,2.328,0.0495,0.075,5.8059,0.0067,0.0025,0.0325,101.9468,-107.3526,13.5295,-0.0517,NA,"ISCO",-5.4059,0.00571518557404334,0.0136662398009586
11397,"W1",2013-10-11,"12:00:00",5.98,NA,NA,11.7,11.2,17.4,NA,0.14," L ",0.5552,NA,NA,NA,NA,"W1_20131011_1200",2013,"10/11/2013 12:00",0.9372,0.1509,0.0937,0.7716,0.0424,0.029,0.1022,3.2531,0.4203,0.0015,2.2613,0.0495,0.0826,5.8707,0.0063,0.0025,0.0325,101.6844,-108.8478,13.5648,-0.068,NA,"ISCO",-7.1633,0.00571518557404334,0.0107932234791662
11398,"W1",2013-10-12,"12:00:00",5.97,NA,NA,11.7,12,14.3,NA,0.14," L ",0.5552,NA,NA,NA,NA,"W1_20131012_1200",2013,"10/12/2013 12:00",0.9442,0.1488,0.1189,0.8074,0.0426,0.0285,0.1033,3.3222,0.416,0.0031,2.3316,0.0495,0.0817,5.9244,0.0064,0.0025,0.0325,104.354,-107.5684,13.6954,-0.0303,NA,"ISCO",-3.2144,0.00571518557404334,0.014287432519184
11399,"W1",2013-10-13,"12:00:00",5.93,NA,NA,11.8,10.9,17.2,NA,0.14," L ",0.5552,NA,NA,NA,NA,"W1_20131013_1200",2013,"10/13/2013 12:00",1.0231,0.1773,0.092,0.8846,0.0441,0.0295,0.1196,3.3061,0.4488,0.0015,2.2889,0.0495,0.0698,5.6575,0.0067,0.0025,0.0325,113.6158,-110.6918,14.3815,0.0261,NA,"ISCO",2.924,0.00571518557404334,0.0148309761476312
11400,"W1",2013-10-14,"12:00:00",6.13,NA,NA,11.9,10.9,15.8,NA,0.14," L ",0.5552,NA,NA,NA,NA,"W1_20131014_1200",2013,"10/14/2013 12:00",0.986,0.1754,0.0779,0.8683,0.0358,0.0256,0.1038,3.2839,0.6026,0.0042,2.2666,0.1162,0.0838,5.6073,0.006,0.0025,0.0325,110.441,-113.3207,14.216,-0.0257,NA,"ISCO",-2.8797,0.00571518557404334,0.0323796704374985
11402,"W1",2013-10-15,"09:45:00",5.88,NA,84,12,11.3,15,NA,0.167," L ",0.8582,NA,NA,NA,NA,"W1_20131015_0945",2013,"10/15/2013 9:45",1.0047,0.176,0.0929,1.0405,0.046,0.0297,0.109,3.256,0.4047,0.0015,2.3057,0.0495,0.0969,6.2793,0.0097,0.0025,0.0325,118.8326,-106.2893,14.4547,0.1114,NA,"Routine",12.5433,0.00571518557404334,0.00201887633423252
11412,"W1",2013-10-15,"12:00:00",6.12,NA,NA,12.2,11.6,15.1,NA,0.12," L ",0.3794,NA,"888",NA,NA,"W1_20131015_1200",2013,"10/15/2013 12:00",0.9908,0.1761,0.095,0.8934,0.0414,0.0283,0.1216,3.3693,0.4148,0.0015,2.2654,0.0495,0.0807,5.7358,0.0054,0.0025,0.0325,111.7863,-108.8327,14.0717,0.0268,NA,"ISCO",2.9536,0.00571518557404334,0.0167722033920856
11414,"W1",2013-10-16,"12:00:00",6.1,NA,NA,12,11.4,15.7,NA,0.11," L ",0.306,NA,NA,NA,NA,"W1_20131016_1200",2013,"10/16/2013 12:00",1.0074,0.1812,0.1241,0.9541,0.0417,0.0285,0.1215,3.38,0.4474,0.0015,2.3056,0.0495,0.0713,5.7875,0.0073,0.0025,0.0325,116.254,-110.7734,14.4673,0.0483,NA,"ISCO",5.4806,0.00571518557404334,0.0135109416214023
11415,"W1",2013-10-17,"12:00:00",6.07,NA,NA,11.7,11.7,16.1,NA,0.11," L ",0.306,NA,NA,NA,NA,"W1_20131017_1200",2013,"10/17/2013 12:00",0.9691,0.1738,0.138,0.9498,0.0429,0.0294,0.1162,3.4337,0.4025,0.0032,2.2838,0.0495,0.0721,5.6637,0.0075,0.0025,0.0325,113.7642,-111.0829,14.3774,0.0239,NA,"ISCO",2.6814,0.00571518557404334,0.00900729441426818
11416,"W1",2013-10-18,"12:00:00",6.06,NA,NA,12.5,11.5,17.5,NA,0.2," L ",1.3398,NA,NA,NA,NA,"W1_20131018_1200",2013,"10/18/2013 12:00",0.9257,0.1759,0.3922,0.8315,0.0475,0.0328,0.1222,3.2917,0.5202,0.0015,2.5911,0.1178,0.0998,5.3751,0.01,0.0025,0.0325,113.5339,-114.2191,14.658,-0.006,NA,"ISCO",-0.6852,0.00571518557404334,0.007143716259592
11417,"W1",2013-10-19,"12:00:00",6.01,NA,NA,11.8,10.7,15.3,NA,0.17," L ",0.8968,NA,NA,NA,NA,"W1_20131019_1200",2013,"10/19/2013 12:00",0.9618,0.1842,0.1917,0.8745,0.0446,0.031,0.1161,3.2722,0.5479,0.0038,2.442,0.112,0.0948,5.6714,0.0089,0.0025,0.0325,113.26,-111.8691,14.4358,0.0124,NA,"ISCO",1.3909,0.00571518557404334,0.0171604488409764
11418,"W1",2013-10-20,"12:00:00",5.94,NA,NA,11.9,10.7,16.7,NA,0.15," L ",0.6583,NA,NA,NA,NA,"W1_20131020_1200",2013,"10/20/2013 12:00",0.9486,0.1793,0.1877,0.8608,0.0476,0.0321,0.1192,3.3396,0.4655,0.0015,2.3942,0.0495,0.086,5.4691,0.0084,0.0025,0.0325,110.9133,-111.887,14.4044,-0.0087,NA,"ISCO",-0.9737,0.00571518557404334,0.00201887633423252
11423,"W1",2013-10-21,"09:25:00",5.96,NA,71,11.5,8.7,16.4,NA,0.15," L ",0.6583,NA,NA,NA,NA,"W1_20131021_0925",2013,"10/21/2013 9:25",0.9535,0.18,0.139,0.9782,0.0414,0.0313,0.0909,3.3297,0.4406,0.0015,2.344,0.1064,0.0915,6.2321,0.0108,0.0025,0.0325,114.5865,-110.4292,14.4277,0.037,NA,"Routine",4.1573,0.00571518557404334,0.005357787194694
11432,"W1",2013-10-21,"12:00:00",6,NA,NA,11.2,9.6,16.6,NA,0.14," L ",0.5552,NA,"888",NA,NA,"W1_20131021_1200",2013,"10/21/2013 12:00",0.9588,0.1834,0.1347,0.8815,0.0453,0.0303,0.1162,3.3133,0.4858,0.0015,2.3407,0.0495,0.0794,5.7209,0.0068,0.0025,0.0325,111.4581,-111.5442,14.3136,-8e-04,NA,"ISCO",-0.0861,0.00571518557404334,0.00970613622227175
11436,"W1",2013-10-22,"12:00:00",5.99,NA,NA,11.5,9.5,17.5,NA,0.14," L ",0.5552,NA,NA,NA,NA,"W1_20131022_1200",2013,"10/22/2013 12:00",0.9705,0.1864,0.1605,0.8877,0.0419,0.0294,0.1127,3.3168,0.4536,0.0015,2.3872,0.1002,0.0878,5.6729,0.007,0.0025,0.0325,112.3185,-111.8418,14.3921,0.0043,NA,"ISCO",0.4767,0.00571518557404334,0.00201887633423252
11437,"W1",2013-10-23,"12:00:00",5.96,NA,NA,11.5,8.5,16.9,NA,0.14," L ",0.5552,NA,NA,NA,NA,"W1_20131023_1200",2013,"10/23/2013 12:00",0.9596,0.1833,0.119,0.8758,0.0441,0.0302,0.109,3.3951,0.4546,0.0015,2.275,0.1301,0.1006,5.7108,0.0048,0.0025,0.0325,111.3316,-112.3403,14.3674,-0.009,NA,"ISCO",-1.0086,0.00571518557404334,0.0170827997511983
11438,"W1",2013-10-24,"12:00:00",5.9,NA,NA,11.6,7.5,15.5,NA,0.14," L ",0.5552,NA,NA,NA,NA,"W1_20131024_1200",2013,"10/24/2013 12:00",0.9644,0.1848,0.1099,0.8771,0.0466,0.0301,0.1135,3.331,0.435,0.0015,2.2247,0.113,0.0895,5.7223,0.0045,0.0025,0.0325,111.0717,-109.7216,14.2938,0.0122,NA,"ISCO",1.3501,0.0186364746979674,0.00481424356624679
11439,"W1",2013-10-25,"12:00:00",5.86,NA,NA,11.6,6.6,14.1,NA,0.16," L ",0.7721,NA,NA,NA,NA,"W1_20131025_1200",2013,"10/25/2013 12:00",0.9579,0.1814,0.1295,0.8755,0.0422,0.0281,0.1135,3.3308,0.4277,0.0015,2.2282,0.1227,0.0915,5.6361,0.0041,0.0025,0.0325,110.5631,-108.6534,14.2604,0.0174,NA,"ISCO",1.9097,0.0259329369130504,0.00528013810491583
11440,"W1",2013-10-26,"12:00:00",5.86,NA,NA,11.6,6.2,15.3,NA,0.18," L ",1.0328,NA,NA,NA,NA,"W1_20131026_1200",2013,"10/26/2013 12:00",0.9637,0.1853,0.1027,0.8837,0.0419,0.0289,0.1077,3.3346,0.812,0.0015,2.182,0.1201,0.0721,5.7327,0.0036,0.0025,0.0325,110.9473,-121.6088,15.2098,-0.0917,NA,"ISCO",-10.6615,0.0409098856703261,0.00706606716981383
11441,"W1",2013-10-27,"12:00:00",5.8,NA,NA,11.8,6.7,15.8,NA,0.16," L ",0.7721,NA,NA,NA,NA,"W1_20131027_1200",2013,"10/27/2013 12:00",0.9983,0.1895,0.1045,0.9071,0.0427,0.0289,0.1137,3.278,0.7948,0.0015,2.1595,0.1456,0.0939,5.8294,0.0036,0.0025,0.0759,114.0162,-120.8919,15.3902,-0.0585,NA,"ISCO",-6.8758,0.0487484998766227,0.00201887633423252
11451,"W1",2013-10-28,"10:05:00",5.83,NA,75,11.8,6,14.6,NA,0.175," L ",0.9634,NA,"888",NA,NA,"W1_20131028_1005",2013,"10/28/2013 10:05",1.0267,0.2221,0.1012,0.8825,0.0411,0.0274,0.1194,3.2034,0.4593,0.0033,2.1608,0.1674,0.0865,5.904,0.0051,0.0025,0.0325,118.183,-109.4951,14.6608,0.0763,NA,"Routine",8.6879,0.0576262387327453,0.023217077843674
11452,"W1",2013-10-28,"10:05:00",5.83,NA,75,11.8,6,14.6,NA,0.175," L ",0.9634,NA,"888",NA,NA,"W1_20131028_1005_Dup",2013,"10/28/2013 10:05",0.9796,0.2116,0.1019,0.8477,0.0392,0.0271,0.1039,3.211,0.4265,0.0015,2.1608,0.1465,0.0906,5.6495,0.0049,0.0025,0.0325,111.761,-108.3056,14.3077,0.0314,"Dup","Routine",3.4554,0.0542377887876603,0.00201887633423252
11453,"W1",2013-10-28,"12:00:00",5.98,NA,NA,11.4,6.6,14.1,NA,0.14," L ",0.5552,NA,"888",NA,NA,"W1_20131028_1200",2013,"10/28/2013 12:00",0.9338,0.182,0.1297,1.0683,0.0406,0.0306,0.0349,3.4147,0.4043,0.0015,2.1836,0.1671,0.0783,0.6815,0.0034,0.0025,0.0325,117.6992,-113.2268,14.8281,0.0387,NA,"ISCO",4.4723,0.0779117590706541,0.0109485216587225
11458,"W1",2013-10-29,"12:00:00",5.98,NA,NA,11.6,5.4,14.8,NA,0.12," L ",0.3794,NA,NA,NA,NA,"W1_20131029_1200",2013,"10/29/2013 12:00",0.9435,0.1841,0.1032,1.0169,0.0381,0.0254,0.0351,3.4947,0.4063,0.0015,2.1299,0.1629,0.0654,0.6514,0.003,0.0025,0.0325,115.3223,-115.8438,14.8758,-0.0045,NA,"ISCO",-0.5215,0.0843949932989167,0.0131226961725114
11459,"W1",2013-10-30,"12:00:00",5.92,NA,NA,11.6,5.3,12.3,NA,0.12," L ",0.3794,NA,NA,NA,NA,"W1_20131030_1200",2013,"10/30/2013 12:00",0.9303,0.1826,0.0903,1.0193,0.0404,0.0269,0.0364,3.495,0.3878,0.0015,2.0882,0.1867,0.0842,0.5666,0.0024,0.0025,0.0325,114.2528,-113.4524,14.783,0.007,NA,"ISCO",0.8004,0.0960512611100091,0.00644487445158844
11460,"W1",2013-10-31,"12:00:00",5.94,NA,NA,11.6,5.6,13.9,NA,0.12," L ",0.3794,NA,NA,NA,NA,"W1_20131031_1200",2013,"10/31/2013 12:00",0.9649,0.1869,0.0996,1.0225,0.0303,0.0211,0.0371,3.4491,0.4051,0.0015,2.1274,0.1888,0.0687,0.694,0.0028,0.0025,0.0325,115.8592,-115.7132,14.9388,0.0013,NA,"ISCO",0.146,0.109130677898037,0.0109485216587225
11461,"W1",2013-11-01,"12:00:00",5.56,NA,NA,14.7,9.4,6.6,NA,0.68," P ",27.5289,NA,NA,NA,NA,"W1_20131101_1200",2013,"11/1/2013 12:00",1.1545,0.1833,1.085,0.7914,0.0635,0.0434,0.081,2.7115,0.4686,0.0015,3.2708,0.8041,0.1246,0.5162,0.0174,0.0025,0.0325,144.829,-141.1268,19.3587,0.0259,NA,"ISCO",3.7021,0.677283375023587,0.00201887633423252
11462,"W1",2013-11-02,"12:00:00",5.56,NA,NA,14.8,9.3,5.4,NA,0.35," L ",5.3375,NA,NA,NA,NA,"W1_20131102_1200",2013,"11/2/2013 12:00",1.321,0.2118,0.4175,0.9613,0.055,0.0324,0.0482,2.6509,0.4602,0.0015,2.4109,0.8865,0.0991,0.5749,0.0161,0.0025,0.0325,144.8565,-141.8336,19.232,0.0211,NA,"ISCO",3.0229,0.785194210941393,0.00201887633423252
11463,"W1",2013-11-03,"12:00:00",5.61,NA,NA,14.3,6.3,7,NA,0.26," L ",2.5614,NA,NA,NA,NA,"W1_20131103_1200",2013,"11/3/2013 12:00",1.3238,0.2147,0.2983,0.8731,0.0552,0.0337,0.0484,2.7031,0.4437,0.0015,2.2732,0.7417,0.0356,0.5778,0.0115,0.0025,0.0325,138.2991,-135.7189,18.2838,0.0188,NA,"ISCO",2.5803,0.678096603010407,0.00520248901513766
11467,"W1",2013-11-04,"11:30:00",5.66,NA,42,14.4,5.1,7.7,NA,0.24," L ",2.1019,NA,NA,NA,NA,"W1_20131104_1130",2013,"11/4/2013 11:30",1.2819,0.2055,0.248,0.9641,0.0553,0.0298,0.0351,2.7211,0.4724,0.0015,2.0932,0.697,0.0743,0.6145,0.0088,0.0025,0.0325,138.0112,-132.2362,17.8989,0.0427,NA,"Routine",5.775,0.615523227357838,0.007143716259592
11477,"W1",2013-11-04,"12:00:00",5.78,NA,NA,14.1,5,6.1,NA,0.23," L ",1.8922,NA,"888",NA,NA,"W1_20131104_1200",2013,"11/4/2013 12:00",1.3522,0.2206,0.2312,0.845,0.0532,0.0316,0.1019,2.5687,0.4183,0.0015,2.1002,0.6781,0.0941,5.6507,0.0092,0.0025,0.0325,136.3185,-123.2744,17.0492,0.1005,NA,"ISCO",13.0442,0.577708125970689,0.00621192718225392
11481,"W1",2013-11-05,"12:00:00",5.76,NA,NA,13.7,5.1,6.3,NA,0.21," L ",1.5114,NA,NA,NA,NA,"W1_20131105_1200",2013,"11/5/2013 12:00",1.293,0.2095,0.2127,0.8516,0.0446,0.0279,0.095,2.8367,0.4416,0.0015,2.1675,0.6552,0.0765,5.4575,0.0072,0.0025,0.0325,131.3709,-129.688,17.2566,0.0129,NA,"ISCO",1.6829,0.572670630385663,0.0059789799129194
11482,"W1",2013-11-06,"12:00:00",5.77,NA,NA,13.6,5.9,7,NA,0.2," L ",1.3398,NA,NA,NA,NA,"W1_20131106_1200",2013,"11/6/2013 12:00",1.327,0.2137,0.217,0.9216,0.0522,0.0307,0.1029,2.8867,0.4642,0.0015,2.1488,0.6334,0.0766,5.7047,0.0084,0.0025,0.0325,137.9932,-129.797,17.5862,0.0612,NA,"ISCO",8.1962,0.542219760212499,0.0145980288782967
11483,"W1",2013-11-07,"12:00:00",5.77,NA,NA,13.3,7.2,6.7,NA,0.26," L ",2.5614,NA,NA,NA,NA,"W1_20131107_1200",2013,"11/7/2013 12:00",1.2747,0.2042,0.2425,0.8426,0.056,0.0348,0.0959,2.6636,0.4149,0.0015,2.3545,0.5526,0.0645,5.4212,0.0071,0.0025,0.0325,131.4851,-120.334,16.5498,0.0886,NA,"ISCO",11.1511,0.484006190155939,0.00411540175824322
11484,"W1",2013-11-08,"12:00:00",5.73,NA,NA,14.1,5.8,7.2,NA,0.26," L ",2.5614,NA,NA,NA,NA,"W1_20131108_1200",2013,"11/8/2013 12:00",1.3885,0.2123,0.2098,0.9035,0.0561,0.0331,0.1061,2.9602,0.4683,0.0015,2.1874,0.6883,0.0791,5.5906,0.0082,0.0025,0.0325,140.6994,-135.4421,18.2017,0.0381,NA,"ISCO",5.2573,0.592730254060566,0.0164616070329729
11485,"W1",2013-11-09,"12:00:00",5.74,NA,NA,13.9,4.6,6.4,NA,0.23," L ",1.8922,NA,NA,NA,NA,"W1_20131109_1200",2013,"11/9/2013 12:00",1.2606,0.201,0.1591,0.8325,0.0523,0.0316,0.0628,2.8965,0.4588,0.0015,2.0867,0.6642,0.0753,5.3479,0.0056,0.0025,0.0325,127.8227,-131.8061,17.2428,-0.0307,NA,"ISCO",-3.9834,0.582361597228606,0.00652252354136661
11486,"W1",2013-11-10,"12:00:00",5.73,NA,NA,13.1,4.1,6.1,NA,0.23," L ",1.8922,NA,NA,NA,NA,"W1_20131110_1200",2013,"11/10/2013 12:00",1.2881,0.2014,0.1382,0.7276,0.056,0.0302,0.0936,2.8655,0.4175,0.0015,2.1432,0.642,0.0306,5.393,0.0051,0.0025,0.0325,124.4665,-129.6792,16.9383,-0.041,NA,"ISCO",-5.2127,0.578182508963001,0.00489189265602496
11501,"W1",2013-11-11,"12:00:00",5.7,NA,NA,13.7,4.6,7.6,NA,0.23," L ",1.8922,NA,"888",NA,NA,"W1_20131111_1200",2013,"11/11/2013 12:00",1.3137,0.2084,0.1609,0.7449,0.0521,0.0329,0.109,2.7814,0.4174,0.0015,2.0017,0.6208,0.0692,5.3099,0.0069,0.0025,0.0325,127.554,-126.273,16.8667,0.0101,NA,"ISCO",1.281,0.543936574851343,0.00768725988803922
11491,"W1",2013-11-11,"12:20:00",5.67,NA,43,13.9,4.5,7.4,NA,0.234," L ",1.9745,NA,NA,NA,NA,"W1_20131111_1220",2013,"11/11/2013 12:20",1.3413,0.2119,0.1738,0.8509,0.0527,0.036,0.0975,3.0087,0.4547,0.0015,2.0683,0.6511,0.031,5.6528,0.0049,0.0025,0.0325,134.7756,-134.5647,17.905,0.0016,NA,"Routine",0.2109,0.577211153312077,0.0132779943520677
11504,"W1",2013-11-12,"12:00:00",5.73,NA,NA,13.8,3.3,7.6,NA,0.24," L ",2.1019,NA,NA,NA,NA,"W1_20131112_1200",2013,"11/12/2013 12:00",1.3442,0.209,0.1475,0.7489,0.053,0.0328,0.0884,2.6346,0.3911,0.0015,1.9502,0.6217,0.0851,5.4176,0.0067,0.0025,0.0325,129.2443,-120.8314,16.4955,0.0673,NA,"ISCO",8.4129,0.524532051499156,0.012035608915617
11505,"W1",2013-11-13,"12:00:00",5.72,NA,NA,13.9,2.2,6.7,NA,0.23," L ",1.8922,NA,NA,NA,NA,"W1_20131113_1200",2013,"11/13/2013 12:00",1.2651,0.1983,0.1274,0.7078,0.0524,0.0321,0.1011,2.758,0.4165,0.0015,1.9703,0.6461,0.0879,5.0669,0.0055,0.0025,0.0325,122.0177,-124.9267,16.434,-0.0236,NA,"ISCO",-2.909,0.547053948800821,0.0111038198382789
